year,month,day,date_pk,day_of_the_week,quarter,date
2018,01,03,1546,Wednesday,1,2018-01-03
2018,01,04,1547,Thursday,1,2018-01-04
2018,01,05,1548,Friday,1,2018-01-05
2018,01,06,1549,Saturday,1,2018-01-06
2018,01,07,1550,Sunday,1,2018-01-07
2018,01,08,1551,Monday,1,2018-01-08
2018,01,09,1552,Tuesday,1,2018-01-09
2018,01,10,1553,Wednesday,1,2018-01-10
2018,01,11,1554,Thursday,1,2018-01-11
2018,01,12,1555,Friday,1,2018-01-12
2018,01,13,1556,Saturday,1,2018-01-13
2018,01,14,1557,Sunday,1,2018-01-14
2018,01,15,1558,Monday,1,2018-01-15
2018,01,16,1559,Tuesday,1,2018-01-16
2018,01,17,1560,Wednesday,1,2018-01-17
2018,01,18,1561,Thursday,1,2018-01-18
2018,01,19,1562,Friday,1,2018-01-19
2018,01,20,1563,Saturday,1,2018-01-20
2018,01,21,1564,Sunday,1,2018-01-21
2018,01,22,1565,Monday,1,2018-01-22
2018,01,23,1566,Tuesday,1,2018-01-23
2018,01,24,1567,Wednesday,1,2018-01-24
2018,01,25,1568,Thursday,1,2018-01-25
2018,01,26,1569,Friday,1,2018-01-26
2018,01,27,1570,Saturday,1,2018-01-27
2018,01,28,1571,Sunday,1,2018-01-28
2018,01,29,1572,Monday,1,2018-01-29
2018,01,30,1573,Tuesday,1,2018-01-30
2018,01,31,1574,Wednesday,1,2018-01-31
2018,02,01,1575,Thursday,1,2018-02-01
2018,02,02,1576,Friday,1,2018-02-02
2018,02,03,1577,Saturday,1,2018-02-03
2018,02,04,1578,Sunday,1,2018-02-04
2018,02,05,1579,Monday,1,2018-02-05
2018,02,06,1580,Tuesday,1,2018-02-06
2018,02,07,1581,Wednesday,1,2018-02-07
2018,02,08,1582,Thursday,1,2018-02-08
2018,02,09,1583,Friday,1,2018-02-09
2018,02,10,1584,Saturday,1,2018-02-10
2018,02,11,1585,Sunday,1,2018-02-11
2018,02,12,1586,Monday,1,2018-02-12
2018,02,13,1587,Tuesday,1,2018-02-13
2018,02,14,1588,Wednesday,1,2018-02-14
2018,02,15,1589,Thursday,1,2018-02-15
2018,02,16,1590,Friday,1,2018-02-16
2018,02,17,1591,Saturday,1,2018-02-17
2018,02,18,1592,Sunday,1,2018-02-18
2018,02,19,1593,Monday,1,2018-02-19
2018,02,20,1594,Tuesday,1,2018-02-20
2018,02,21,1595,Wednesday,1,2018-02-21
2018,02,22,1596,Thursday,1,2018-02-22
2018,02,23,1597,Friday,1,2018-02-23
2018,02,24,1598,Saturday,1,2018-02-24
2018,02,25,1599,Sunday,1,2018-02-25
2018,02,26,1600,Monday,1,2018-02-26
2018,02,27,1601,Tuesday,1,2018-02-27
2018,02,28,1602,Wednesday,1,2018-02-28
2018,03,01,1603,Thursday,1,2018-03-01
2018,03,02,1604,Friday,1,2018-03-02
2018,03,03,1605,Saturday,1,2018-03-03
2018,03,04,1606,Sunday,1,2018-03-04
2018,03,05,1607,Monday,1,2018-03-05
2018,03,06,1608,Tuesday,1,2018-03-06
2018,03,07,1609,Wednesday,1,2018-03-07
2018,03,08,1610,Thursday,1,2018-03-08
2018,03,09,1611,Friday,1,2018-03-09
2018,03,10,1612,Saturday,1,2018-03-10
2018,03,11,1613,Sunday,1,2018-03-11
2018,03,12,1614,Monday,1,2018-03-12
2018,03,13,1615,Tuesday,1,2018-03-13
2018,03,14,1616,Wednesday,1,2018-03-14
2018,03,15,1617,Thursday,1,2018-03-15
2018,03,16,1618,Friday,1,2018-03-16
2018,03,17,1619,Saturday,1,2018-03-17
2018,03,18,1620,Sunday,1,2018-03-18
2018,03,19,1621,Monday,1,2018-03-19
2018,03,20,1622,Tuesday,1,2018-03-20
2018,03,21,1623,Wednesday,1,2018-03-21
2018,03,22,1624,Thursday,1,2018-03-22
2018,03,23,1625,Friday,1,2018-03-23
2018,03,24,1626,Saturday,1,2018-03-24
2018,03,25,1627,Sunday,1,2018-03-25
2018,03,26,1628,Monday,1,2018-03-26
2018,03,27,1629,Tuesday,1,2018-03-27
2018,03,28,1630,Wednesday,1,2018-03-28
2018,03,29,1631,Thursday,1,2018-03-29
2018,03,30,1632,Friday,1,2018-03-30
2018,03,31,1633,Saturday,1,2018-03-31
